subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_999	 1	 1	 Cheetos.bmp	 2.943261e+00	 24	 999000	 240	 999000	 999	 3.961028e+00	 750.00	 750.00	 49.00	 49	 4.33	 
cat_between_MRI_999	 1	 1	 ChocolateParaMilk3.bmp	 9.950886e+00	 24	 999000	 240	 999000	 999	 1.096868e+01	 750.00	 750.00	 46.00	 3	 4.60	 
cat_between_MRI_999	 1	 1	 GumiSnakes3.bmp	 1.293774e+01	 22	 999000	 2	 7.506717e+02	 999	 1.395542e+01	 750.00	 700.00	 52.00	 1	 4.22	 
cat_between_MRI_999	 1	 1	 BambaNugat.bmp	 1.594098e+01	 11	 999000	 1	 7.505406e+02	 999	 1.695873e+01	 700.00	 700.00	 13.00	 50	 5.79	 
cat_between_MRI_999	 1	 1	 KinderBuenoWhite2.bmp	 1.894440e+01	 11	 999000	 1	 7.001361e+02	 999	 1.996211e+01	 650.00	 700.00	 7.00	 29	 6.42	 
cat_between_MRI_999	 1	 1	 Mentos.bmp	 2.094661e+01	 12	 999000	 120	 999000	 999	 2.196454e+01	 650.00	 700.00	 19.00	 60	 5.64	 
cat_between_MRI_999	 1	 1	 BisliPizza3.bmp	 2.294891e+01	 24	 999000	 240	 999000	 999	 2.396661e+01	 650.00	 700.00	 48.00	 30	 4.42	 
cat_between_MRI_999	 1	 1	 Smarties.bmp	 2.593525e+01	 12	 999000	 120	 999000	 999	 2.695331e+01	 650.00	 700.00	 9.00	 36	 6.22	 
cat_between_MRI_999	 1	 1	 Bamba.bmp	 2.893887e+01	 22	 999000	 2	 7.002958e+02	 999	 2.995679e+01	 650.00	 650.00	 44.00	 51	 4.62	 
cat_between_MRI_999	 1	 1	 KashitSour.bmp	 3.094117e+01	 24	 999000	 240	 999000	 999	 3.195911e+01	 650.00	 650.00	 51.00	 7	 4.23	 
cat_between_MRI_999	 1	 1	 DoritosNatural.bmp	 3.294338e+01	 24	 999000	 240	 999000	 999	 3.396117e+01	 650.00	 650.00	 54.00	 16	 4.18	 
cat_between_MRI_999	 1	 1	 HappyHippo.bmp	 3.494565e+01	 11	 999000	 1	 6.502783e+02	 999	 3.596336e+01	 600.00	 650.00	 18.00	 21	 5.69	 
cat_between_MRI_999	 1	 1	 Popco.bmp	 3.995122e+01	 22	 999000	 2	 6.501635e+02	 999	 4.096897e+01	 600.00	 600.00	 50.00	 33	 4.24	 
cat_between_MRI_999	 1	 1	 SkittlesFruits2.bmp	 4.393916e+01	 24	 999000	 240	 999000	 999	 4.495689e+01	 600.00	 600.00	 42.00	 45	 4.76	 
cat_between_MRI_999	 1	 1	 CrunchBisquitBrown3.bmp	 4.694239e+01	 24	 999000	 240	 999000	 999	 4.796023e+01	 600.00	 600.00	 41.00	 59	 4.92	 
cat_between_MRI_999	 1	 1	 Taami.bmp	 4.994584e+01	 12	 999000	 120	 999000	 999	 5.096356e+01	 600.00	 600.00	 21.00	 55	 5.55	 
cat_between_MRI_999	 1	 1	 GumiWine2.bmp	 5.194799e+01	 11	 999000	 1	 6.001575e+02	 999	 5.296581e+01	 550.00	 600.00	 12.00	 34	 5.89	 
cat_between_MRI_999	 1	 1	 ClickBisquit2.bmp	 5.493441e+01	 24	 999000	 240	 999000	 999	 5.595247e+01	 550.00	 600.00	 39.00	 54	 5.02	 
cat_between_MRI_999	 1	 1	 Halva2.bmp	 5.994041e+01	 11	 999000	 1	 5.500283e+02	 999	 6.095812e+01	 500.00	 600.00	 10.00	 39	 6.15	 
cat_between_MRI_999	 1	 1	 Kitkat.bmp	 6.394484e+01	 22	 999000	 2	 6.000653e+02	 999	 6.496257e+01	 500.00	 550.00	 45.00	 11	 4.61	 
cat_between_MRI_999	 1	 1	 DoritosGrill.bmp	 7.293831e+01	 12	 999000	 120	 999000	 999	 7.395607e+01	 500.00	 550.00	 6.00	 32	 6.58	 
cat_between_MRI_999	 1	 1	 Loacker.bmp	 7.494054e+01	 12	 999000	 120	 999000	 999	 7.595830e+01	 500.00	 550.00	 20.00	 17	 5.64	 
cat_between_MRI_999	 1	 1	 WerthersOriginal.bmp	 7.694278e+01	 12	 999000	 120	 999000	 999	 7.796050e+01	 500.00	 550.00	 11.00	 58	 5.95	 
cat_between_MRI_999	 1	 1	 KinderJoy.bmp	 7.894503e+01	 12	 999000	 120	 999000	 999	 7.996279e+01	 500.00	 550.00	 4.00	 4	 6.64	 
cat_between_MRI_999	 1	 1	 Mars.bmp	 8.094721e+01	 22	 999000	 2	 5.501205e+02	 999	 8.196510e+01	 500.00	 500.00	 47.00	 35	 4.44	 
cat_between_MRI_999	 1	 1	 TapuchipsCrunch.bmp	 8.495180e+01	 24	 999000	 240	 999000	 999	 8.596953e+01	 500.00	 500.00	 57.00	 28	 3.81	 
cat_between_MRI_999	 1	 1	 ClickBalls5.bmp	 8.893955e+01	 12	 999000	 120	 999000	 999	 8.995736e+01	 500.00	 500.00	 17.00	 44	 5.75	 
cat_between_MRI_999	 1	 1	 Dubonim.bmp	 9.194297e+01	 24	 999000	 240	 999000	 999	 9.296070e+01	 500.00	 500.00	 43.00	 20	 4.68	 
cat_between_MRI_999	 1	 1	 BagaleShtuhim.bmp	 9.394522e+01	 24	 999000	 240	 999000	 999	 9.496297e+01	 500.00	 500.00	 58.00	 18	 3.72	 
cat_between_MRI_999	 1	 1	 SkittlesSour4.bmp	 9.694866e+01	 12	 999000	 120	 999000	 999	 9.796628e+01	 500.00	 500.00	 14.00	 8	 5.77	 
cat_between_MRI_999	 1	 1	 BambaSweet.bmp	 9.995189e+01	 22	 999000	 2	 5.000845e+02	 999	 1.009697e+02	 500.00	 450.00	 53.00	 40	 4.19	 
cat_between_MRI_999	 1	 1	 Tortit.bmp	 1.049410e+02	 12	 999000	 120	 999000	 999	 1.059587e+02	 500.00	 450.00	 16.00	 19	 5.76	 
cat_between_MRI_999	 1	 1	 Mekupelet.bmp	 1.079443e+02	 24	 999000	 240	 999000	 999	 1.089620e+02	 500.00	 450.00	 40.00	 22	 4.96	 
cat_between_MRI_999	 1	 1	 Tapuchips.bmp	 1.129498e+02	 11	 999000	 1	 5.000247e+02	 999	 1.139678e+02	 450.00	 450.00	 15.00	 15	 5.76	 
cat_between_MRI_999	 1	 1	 Bounty.bmp	 1.149352e+02	 12	 999000	 120	 999000	 999	 1.159533e+02	 450.00	 450.00	 8.00	 13	 6.26	 
cat_between_MRI_999	 1	 1	 ClickXLwhite4.bmp	 1.169377e+02	 24	 999000	 240	 999000	 999	 1.179554e+02	 450.00	 450.00	 56.00	 37	 3.86	 
cat_between_MRI_999	 1	 1	 BisliGrill.bmp	 1.189399e+02	 24	 999000	 240	 999000	 999	 1.199577e+02	 450.00	 450.00	 55.00	 26	 4.12	 
cat_between_MRI_999	 1	 1	 BisliOnion.bmp	 1.209422e+02	 12	 999000	 120	 999000	 999	 1.219599e+02	 450.00	 450.00	 22.00	 27	 5.54	 
cat_between_MRI_999	 1	 1	 CrunchBisquitWhite2.bmp	 1.239455e+02	 12	 999000	 120	 999000	 999	 1.249633e+02	 450.00	 450.00	 3.00	 9	 6.74	 
cat_between_MRI_999	 1	 1	 KinderBuenoBrown3.bmp	 1.259478e+02	 12	 999000	 120	 999000	 999	 1.269656e+02	 450.00	 450.00	 5.00	 25	 6.61	 
cat_between_MRI_999	 1	 1	 Loacker.bmp	 1.289342e+02	 12	 999000	 120	 999000	 999	 1.299523e+02	 450.00	 450.00	 20.00	 17	 5.64	 
cat_between_MRI_999	 1	 1	 DoritosNatural.bmp	 1.319379e+02	 24	 999000	 240	 999000	 999	 1.329556e+02	 450.00	 450.00	 54.00	 16	 4.18	 
cat_between_MRI_999	 1	 1	 ClickBalls5.bmp	 1.349412e+02	 12	 999000	 120	 999000	 999	 1.359590e+02	 450.00	 450.00	 17.00	 44	 5.75	 
cat_between_MRI_999	 1	 1	 ChocolateParaMilk3.bmp	 1.369436e+02	 24	 999000	 240	 999000	 999	 1.379612e+02	 450.00	 450.00	 46.00	 3	 4.60	 
cat_between_MRI_999	 1	 1	 KinderJoy.bmp	 1.409479e+02	 12	 999000	 120	 999000	 999	 1.419657e+02	 450.00	 450.00	 4.00	 4	 6.64	 
cat_between_MRI_999	 1	 1	 Dubonim.bmp	 1.439514e+02	 24	 999000	 240	 999000	 999	 1.449690e+02	 450.00	 450.00	 43.00	 20	 4.68	 
cat_between_MRI_999	 1	 1	 BisliOnion.bmp	 1.459369e+02	 12	 999000	 120	 999000	 999	 1.469548e+02	 450.00	 450.00	 22.00	 27	 5.54	 
cat_between_MRI_999	 1	 1	 Bamba.bmp	 1.479391e+02	 22	 999000	 2	 4.503348e+02	 999	 1.489569e+02	 450.00	 400.00	 44.00	 51	 4.62	 
cat_between_MRI_999	 1	 1	 ClickBisquit2.bmp	 1.499414e+02	 24	 999000	 240	 999000	 999	 1.509592e+02	 450.00	 400.00	 39.00	 54	 5.02	 
cat_between_MRI_999	 1	 1	 Cheetos.bmp	 1.519436e+02	 24	 999000	 240	 999000	 999	 1.529615e+02	 450.00	 400.00	 49.00	 49	 4.33	 
cat_between_MRI_999	 1	 1	 Taami.bmp	 1.549470e+02	 12	 999000	 120	 999000	 999	 1.559647e+02	 450.00	 400.00	 21.00	 55	 5.55	 
cat_between_MRI_999	 1	 1	 DoritosGrill.bmp	 1.569492e+02	 12	 999000	 120	 999000	 999	 1.579670e+02	 450.00	 400.00	 6.00	 32	 6.58	 
cat_between_MRI_999	 1	 1	 SkittlesSour4.bmp	 1.629394e+02	 12	 999000	 120	 999000	 999	 1.639572e+02	 450.00	 400.00	 14.00	 8	 5.77	 
cat_between_MRI_999	 1	 1	 Mentos.bmp	 1.669438e+02	 12	 999000	 120	 999000	 999	 1.679616e+02	 450.00	 400.00	 19.00	 60	 5.64	 
cat_between_MRI_999	 1	 1	 GumiSnakes3.bmp	 1.689461e+02	 22	 999000	 2	 4.003036e+02	 999	 1.699638e+02	 450.00	 350.00	 52.00	 1	 4.22	 
cat_between_MRI_999	 1	 1	 BambaNugat.bmp	 1.739516e+02	 11	 999000	 1	 4.501119e+02	 999	 1.749695e+02	 400.00	 350.00	 13.00	 50	 5.79	 
cat_between_MRI_999	 1	 1	 CrunchBisquitWhite2.bmp	 1.769383e+02	 12	 999000	 120	 999000	 999	 1.779562e+02	 400.00	 350.00	 3.00	 9	 6.74	 
cat_between_MRI_999	 1	 1	 Kitkat.bmp	 1.849473e+02	 22	 999000	 2	 3.501741e+02	 999	 1.859651e+02	 400.00	 300.00	 45.00	 11	 4.61	 
cat_between_MRI_999	 1	 1	 HappyHippo.bmp	 1.869497e+02	 11	 999000	 1	 4.000882e+02	 999	 1.879674e+02	 350.00	 300.00	 18.00	 21	 5.69	 
cat_between_MRI_999	 1	 1	 Popco.bmp	 1.889350e+02	 22	 999000	 2	 3.001218e+02	 999	 1.899529e+02	 350.00	 250.00	 50.00	 33	 4.24	 
cat_between_MRI_999	 1	 1	 ClickXLwhite4.bmp	 1.909374e+02	 24	 999000	 240	 999000	 999	 1.919552e+02	 350.00	 250.00	 56.00	 37	 3.86	 
cat_between_MRI_999	 1	 1	 KashitSour.bmp	 1.929396e+02	 24	 999000	 240	 999000	 999	 1.939574e+02	 350.00	 250.00	 51.00	 7	 4.23	 
cat_between_MRI_999	 1	 1	 Smarties.bmp	 1.949419e+02	 12	 999000	 120	 999000	 999	 1.959597e+02	 350.00	 250.00	 9.00	 36	 6.22	 
cat_between_MRI_999	 1	 1	 KinderBuenoBrown3.bmp	 1.969441e+02	 12	 999000	 120	 999000	 999	 1.979619e+02	 350.00	 250.00	 5.00	 25	 6.61	 
cat_between_MRI_999	 1	 1	 Bounty.bmp	 1.999475e+02	 12	 999000	 120	 999000	 999	 2.009653e+02	 350.00	 250.00	 8.00	 13	 6.26	 
cat_between_MRI_999	 1	 1	 CrunchBisquitBrown3.bmp	 2.039351e+02	 24	 999000	 240	 999000	 999	 2.049530e+02	 350.00	 250.00	 41.00	 59	 4.92	 
cat_between_MRI_999	 1	 1	 BisliPizza3.bmp	 2.069388e+02	 24	 999000	 240	 999000	 999	 2.079565e+02	 350.00	 250.00	 48.00	 30	 4.42	 
cat_between_MRI_999	 1	 1	 BisliGrill.bmp	 2.089409e+02	 24	 999000	 240	 999000	 999	 2.099587e+02	 350.00	 250.00	 55.00	 26	 4.12	 
cat_between_MRI_999	 1	 1	 Mekupelet.bmp	 2.129454e+02	 24	 999000	 240	 999000	 999	 2.139632e+02	 350.00	 250.00	 40.00	 22	 4.96	 
cat_between_MRI_999	 1	 1	 KinderBuenoWhite2.bmp	 2.159488e+02	 11	 999000	 1	 3.502264e+02	 999	 2.169665e+02	 300.00	 250.00	 7.00	 29	 6.42	 
cat_between_MRI_999	 1	 1	 BambaSweet.bmp	 2.179511e+02	 22	 999000	 2	 2.500475e+02	 999	 2.189689e+02	 300.00	 200.00	 53.00	 40	 4.19	 
cat_between_MRI_999	 1	 1	 BagaleShtuhim.bmp	 2.209377e+02	 24	 999000	 240	 999000	 999	 2.219556e+02	 300.00	 200.00	 58.00	 18	 3.72	 
cat_between_MRI_999	 1	 1	 TapuchipsCrunch.bmp	 2.229401e+02	 24	 999000	 240	 999000	 999	 2.239577e+02	 300.00	 200.00	 57.00	 28	 3.81	 
cat_between_MRI_999	 1	 1	 Halva2.bmp	 2.249422e+02	 11	 999000	 1	 3.001718e+02	 999	 2.259600e+02	 250.00	 200.00	 10.00	 39	 6.15	 
cat_between_MRI_999	 1	 1	 SkittlesFruits2.bmp	 2.269445e+02	 24	 999000	 240	 999000	 999	 2.279622e+02	 250.00	 200.00	 42.00	 45	 4.76	 
cat_between_MRI_999	 1	 1	 Tortit.bmp	 2.289467e+02	 12	 999000	 120	 999000	 999	 2.299645e+02	 250.00	 200.00	 16.00	 19	 5.76	 
