subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 5	 BambaSweet.bmp	 2.959868e+00	 12	 999000	 120	 999000	 999	 3.977779e+00	 200.00	 200.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 5	 Snickers.bmp	 6.947525e+00	 12	 999000	 120	 999000	 999	 7.965346e+00	 200.00	 200.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 5	 BisliOnion.bmp	 1.095206e+01	 12	 999000	 120	 999000	 999	 1.196983e+01	 200.00	 200.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 5	 Twix.bmp	 1.395540e+01	 12	 999000	 120	 999000	 999	 1.497315e+01	 200.00	 200.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 5	 Hit.bmp	 1.796007e+01	 24	 999000	 240	 999000	 999	 1.897765e+01	 200.00	 200.00	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 5	 BambaNugat.bmp	 1.994527e+01	 24	 999000	 240	 999000	 999	 2.096336e+01	 200.00	 200.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 5	 BabyDoll.bmp	 2.394993e+01	 12	 999000	 120	 999000	 999	 2.496772e+01	 200.00	 200.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 5	 KashitSour.bmp	 2.695334e+01	 22	 999000	 2	 2.006086e+02	 999	 2.797128e+01	 200.00	 150.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 5	 DoritosNatural.bmp	 2.995679e+01	 24	 999000	 240	 999000	 999	 3.097444e+01	 200.00	 150.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 5	 ChocolateParaSucariotKoftzot2.bmp	 3.195893e+01	 24	 999000	 240	 999000	 999	 3.297679e+01	 200.00	 150.00	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 5	 ClickXLwhite4.bmp	 3.396123e+01	 22	 999000	 2	 1.501837e+02	 999	 3.497904e+01	 200.00	 100.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 5	 Halva2.bmp	 3.694792e+01	 11	 999000	 1	 2.007896e+02	 999	 3.796572e+01	 150.00	 100.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 5	 Tortit.bmp	 3.895011e+01	 12	 999000	 120	 999000	 999	 3.996794e+01	 150.00	 100.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 5	 Kitkat.bmp	 4.095246e+01	 24	 999000	 240	 999000	 999	 4.197015e+01	 150.00	 100.00	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 5	 Tictac.bmp	 4.295462e+01	 11	 999000	 1	 1.502020e+02	 999	 4.397255e+01	 100.00	 100.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 5	 Cheetos.bmp	 4.495693e+01	 24	 999000	 240	 999000	 999	 4.597468e+01	 100.00	 100.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 5	 HappyHippo.bmp	 4.695916e+01	 12	 999000	 120	 999000	 999	 4.797697e+01	 100.00	 100.00	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 5	 DoritosGrill.bmp	 4.994549e+01	 12	 999000	 120	 999000	 999	 5.096365e+01	 100.00	 100.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 5	 WerthersOriginal.bmp	 5.294914e+01	 12	 999000	 120	 999000	 999	 5.396708e+01	 100.00	 100.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 5	 PesekZman.bmp	 5.895603e+01	 22	 4.802820e+02	 220	 1.001520e+02	 98	 5.997371e+01	 100.00	 116.67	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 5	 BisliGrill.bmp	 6.095829e+01	 22	 5.340368e+02	 220	 1.168780e+02	 98	 6.197601e+01	 100.00	 133.33	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 5	 Apropo.bmp	 6.396152e+01	 11	 4.588041e+02	 110	 1.002063e+02	 98	 6.497928e+01	 116.67	 133.33	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 5	 ClickBalls5.bmp	 6.594682e+01	 22	 5.135050e+02	 220	 1.335183e+02	 98	 6.696495e+01	 116.67	 150.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 5	 Mentos.bmp	 6.995163e+01	 22	 5.486974e+02	 220	 1.502500e+02	 98	 7.096937e+01	 116.67	 166.67	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 5	 Smarties.bmp	 7.195386e+01	 24	 999000	 240	 999000	 999	 7.297160e+01	 116.67	 166.67	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 5	 BagaleShtuhim.bmp	 7.395614e+01	 12	 999000	 120	 999000	 999	 7.497390e+01	 116.67	 166.67	 13.00	 57	 5.77	 
