subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_999	 1	 3	 ClickXLwhite4.bmp	 2.976315e+00	 24	 999000	 240	 999000	 999	 3.994123e+00	 0.00	 0.00	 56.00	 37	 3.86	 
cat_between_MRI_999	 1	 3	 Tapuchips.bmp	 6.963993e+00	 11	 999000	 1	 1.617126e+00	 999	 7.981771e+00	 0.00	 0.00	 15.00	 15	 5.76	 
cat_between_MRI_999	 1	 3	 ClickBisquit2.bmp	 1.297076e+01	 24	 999000	 240	 999000	 999	 1.398855e+01	 0.00	 0.00	 39.00	 54	 5.02	 
cat_between_MRI_999	 1	 3	 Smarties.bmp	 1.695821e+01	 12	 999000	 120	 999000	 999	 1.797624e+01	 0.00	 0.00	 9.00	 36	 6.22	 
cat_between_MRI_999	 1	 3	 Popco.bmp	 2.096306e+01	 22	 999000	 2	 1.650565e+00	 999	 2.198079e+01	 0.00	 0.00	 50.00	 33	 4.24	 
cat_between_MRI_999	 1	 3	 HappyHippo.bmp	 2.396635e+01	 11	 999000	 1	 1.074699e+00	 999	 2.498418e+01	 0.00	 0.00	 18.00	 21	 5.69	 
cat_between_MRI_999	 1	 3	 BisliPizza3.bmp	 2.696982e+01	 24	 999000	 240	 999000	 999	 2.798750e+01	 0.00	 0.00	 48.00	 30	 4.42	 
cat_between_MRI_999	 1	 3	 BambaSweet.bmp	 2.897199e+01	 22	 999000	 2	 1.124143e+00	 999	 2.998981e+01	 0.00	 0.00	 53.00	 40	 4.19	 
cat_between_MRI_999	 1	 3	 DoritosNatural.bmp	 3.097427e+01	 24	 999000	 240	 999000	 999	 3.199208e+01	 0.00	 0.00	 54.00	 16	 4.18	 
cat_between_MRI_999	 1	 3	 BambaNugat.bmp	 3.295990e+01	 11	 999000	 1	 1.236586e+00	 999	 3.397759e+01	 0.00	 0.00	 13.00	 50	 5.79	 
cat_between_MRI_999	 1	 3	 Halva2.bmp	 3.496209e+01	 11	 999000	 1	 1.107677e+00	 999	 3.597982e+01	 0.00	 0.00	 10.00	 39	 6.15	 
cat_between_MRI_999	 1	 3	 Bamba.bmp	 3.996773e+01	 22	 999000	 2	 1.150092e+00	 999	 4.098547e+01	 0.00	 0.00	 44.00	 51	 4.62	 
cat_between_MRI_999	 1	 3	 BagaleShtuhim.bmp	 4.695864e+01	 24	 999000	 240	 999000	 999	 4.797667e+01	 0.00	 0.00	 58.00	 18	 3.72	 
cat_between_MRI_999	 1	 3	 Bounty.bmp	 4.896113e+01	 12	 999000	 120	 999000	 999	 4.997889e+01	 0.00	 0.00	 8.00	 13	 6.26	 
cat_between_MRI_999	 1	 3	 BisliGrill.bmp	 5.396679e+01	 24	 999000	 240	 999000	 999	 5.498454e+01	 0.00	 0.00	 55.00	 26	 4.12	 
cat_between_MRI_999	 1	 3	 Loacker.bmp	 5.596899e+01	 12	 999000	 120	 999000	 999	 5.698677e+01	 0.00	 0.00	 20.00	 17	 5.64	 
cat_between_MRI_999	 1	 3	 DoritosGrill.bmp	 5.797125e+01	 12	 999000	 120	 999000	 999	 5.898897e+01	 0.00	 0.00	 6.00	 32	 6.58	 
cat_between_MRI_999	 1	 3	 Mekupelet.bmp	 5.997354e+01	 24	 999000	 240	 999000	 999	 6.099129e+01	 0.00	 0.00	 40.00	 22	 4.96	 
cat_between_MRI_999	 1	 3	 TapuchipsCrunch.bmp	 6.396130e+01	 24	 999000	 240	 999000	 999	 6.497914e+01	 0.00	 0.00	 57.00	 28	 3.81	 
cat_between_MRI_999	 1	 3	 GumiWine2.bmp	 6.696465e+01	 11	 999000	 1	 1.128524e+00	 999	 6.798246e+01	 0.00	 0.00	 12.00	 34	 5.89	 
cat_between_MRI_999	 1	 3	 WerthersOriginal.bmp	 7.397257e+01	 12	 999000	 120	 999000	 999	 7.499025e+01	 0.00	 0.00	 11.00	 58	 5.95	 
cat_between_MRI_999	 1	 3	 ChocolateParaMilk3.bmp	 7.695932e+01	 24	 999000	 240	 999000	 999	 7.797667e+01	 0.00	 0.00	 46.00	 3	 4.60	 
cat_between_MRI_999	 1	 3	 CrunchBisquitWhite2.bmp	 8.697049e+01	 12	 999000	 120	 999000	 999	 8.798792e+01	 0.00	 0.00	 3.00	 9	 6.74	 
cat_between_MRI_999	 1	 3	 KinderBuenoBrown3.bmp	 8.897274e+01	 12	 999000	 120	 999000	 999	 8.999047e+01	 0.00	 0.00	 5.00	 25	 6.61	 
cat_between_MRI_999	 1	 3	 GumiSnakes3.bmp	 9.095797e+01	 22	 999000	 2	 1.260443e+00	 999	 9.197576e+01	 0.00	 0.00	 52.00	 1	 4.22	 
