subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 1	 ClickBlackWhite3.bmp	 3.083284e+00	 12	 999000	 120	 999000	 999	 4.100895e+00	 750.00	 750.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 1	 Tictac.bmp	 7.084589e+00	 11	 999000	 1	 7.506519e+02	 999	 8.101516e+00	 700.00	 750.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 1	 ChocolateParaMilk3.bmp	 1.207714e+01	 11	 999000	 1	 7.001027e+02	 999	 1.308356e+01	 650.00	 750.00	 14.00	 21	 5.67	 
cat_between_MRI_998	 2	 1	 ClickBalls5.bmp	 1.507986e+01	 22	 999000	 2	 7.506452e+02	 999	 1.608490e+01	 650.00	 700.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 1	 Kitkat.bmp	 1.908476e+01	 24	 999000	 240	 999000	 999	 2.010122e+01	 650.00	 700.00	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 1	 Mekupelet.bmp	 2.108700e+01	 24	 999000	 240	 999000	 999	 2.210161e+01	 650.00	 700.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 1	 BambaNugat.bmp	 2.307263e+01	 24	 999000	 240	 999000	 999	 2.408473e+01	 650.00	 700.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 1	 KinderBuenoWhite2.bmp	 2.607799e+01	 24	 999000	 240	 999000	 999	 2.708476e+01	 650.00	 700.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 1	 Bounty.bmp	 2.907891e+01	 12	 999000	 120	 999000	 999	 3.008543e+01	 650.00	 700.00	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 1	 DoritosNatural.bmp	 3.208478e+01	 24	 999000	 240	 999000	 999	 3.310021e+01	 650.00	 700.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 1	 Popco.bmp	 3.508579e+01	 11	 999000	 1	 6.502102e+02	 999	 3.610168e+01	 600.00	 700.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 1	 Loacker.bmp	 3.708562e+01	 24	 999000	 240	 999000	 999	 3.810164e+01	 600.00	 700.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 1	 DoritosSourSpicy.bmp	 4.007472e+01	 24	 999000	 240	 999000	 999	 4.108585e+01	 600.00	 700.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 1	 Dubonim.bmp	 4.308031e+01	 11	 999000	 1	 6.000975e+02	 999	 4.408562e+01	 550.00	 700.00	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 1	 Tortit.bmp	 4.608149e+01	 12	 999000	 120	 999000	 999	 4.709950e+01	 550.00	 700.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 1	 BambaSweet.bmp	 4.908479e+01	 12	 999000	 120	 999000	 999	 5.010205e+01	 550.00	 700.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 1	 KashitSour.bmp	 5.108585e+01	 22	 999000	 2	 7.000677e+02	 999	 5.210196e+01	 550.00	 650.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 1	 ChocolateParaSucariotKoftzot2.bmp	 5.307266e+01	 24	 999000	 240	 999000	 999	 5.408582e+01	 550.00	 650.00	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 1	 ClickXLwhite4.bmp	 5.507496e+01	 22	 999000	 2	 6.501817e+02	 999	 5.608543e+01	 550.00	 600.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 1	 KifkefMaklot2.bmp	 5.807814e+01	 12	 999000	 120	 999000	 999	 5.908535e+01	 550.00	 600.00	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 1	 Tapuchips.bmp	 6.208477e+01	 12	 999000	 120	 999000	 999	 6.310034e+01	 550.00	 600.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 1	 Twix.bmp	 6.708651e+01	 12	 999000	 120	 999000	 999	 6.810292e+01	 550.00	 600.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 1	 Snickers.bmp	 6.907433e+01	 12	 999000	 120	 999000	 999	 7.008620e+01	 550.00	 600.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 1	 Cheetos.bmp	 7.708260e+01	 24	 999000	 240	 999000	 999	 7.810037e+01	 550.00	 600.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 1	 BisliGrill.bmp	 8.008656e+01	 22	 999000	 2	 6.002248e+02	 999	 8.110292e+01	 550.00	 550.00	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 1	 Apropo.bmp	 8.207366e+01	 11	 999000	 1	 5.502789e+02	 999	 8.308597e+01	 500.00	 550.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 1	 Hit.bmp	 8.507521e+01	 24	 999000	 240	 999000	 999	 8.608608e+01	 500.00	 550.00	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 1	 ChocolateParaCookies5.bmp	 8.707695e+01	 24	 999000	 240	 999000	 999	 8.808595e+01	 500.00	 550.00	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 1	 HappyHippo.bmp	 8.907946e+01	 12	 999000	 120	 999000	 999	 9.008627e+01	 500.00	 550.00	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 1	 BabyDoll.bmp	 9.208279e+01	 12	 999000	 120	 999000	 999	 9.310069e+01	 500.00	 550.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 1	 Smarties.bmp	 9.707271e+01	 24	 999000	 240	 999000	 999	 9.808674e+01	 500.00	 550.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 1	 DoritosGrill.bmp	 1.000749e+02	 12	 999000	 120	 999000	 999	 1.010865e+02	 500.00	 550.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 1	 WerthersOriginal.bmp	 1.020772e+02	 12	 999000	 120	 999000	 999	 1.030866e+02	 500.00	 550.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 1	 KinderBuenoBrown3.bmp	 1.050808e+02	 24	 999000	 240	 999000	 999	 1.060866e+02	 500.00	 550.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 1	 Halva2.bmp	 1.070835e+02	 11	 999000	 1	 5.002909e+02	 999	 1.081018e+02	 450.00	 550.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 1	 BagaleShtuhim.bmp	 1.090918e+02	 12	 7.646985e+02	 120	 999000	 99	 1.101037e+02	 450.00	 550.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 1	 PesekZman.bmp	 1.140741e+02	 22	 999000	 2	 5.502250e+02	 999	 1.150872e+02	 450.00	 500.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 1	 TapuchipsCrunch.bmp	 1.160772e+02	 24	 1.930884e+01	 240	 999000	 118	 1.170878e+02	 450.00	 500.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 1	 BisliOnion.bmp	 1.190799e+02	 12	 999000	 120	 999000	 999	 1.200990e+02	 450.00	 500.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 1	 Mentos.bmp	 1.210837e+02	 22	 999000	 2	 5.001563e+02	 999	 1.221015e+02	 450.00	 450.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 1	 Mekupelet.bmp	 1.230857e+02	 24	 999000	 240	 999000	 999	 1.241033e+02	 450.00	 450.00	 39.00	 22	 5.06	 
