subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_999	 1	 2	 Mentos.bmp	 2.969518e+00	 12	 999000	 120	 999000	 999	 3.987256e+00	 150.00	 150.00	 19.00	 60	 5.64	 
cat_between_MRI_999	 1	 2	 TapuchipsCrunch.bmp	 9.960507e+00	 24	 999000	 240	 999000	 999	 1.097824e+01	 150.00	 150.00	 57.00	 28	 3.81	 
cat_between_MRI_999	 1	 2	 Halva2.bmp	 1.296394e+01	 11	 999000	 1	 1.506698e+02	 999	 1.398163e+01	 100.00	 150.00	 10.00	 39	 6.15	 
cat_between_MRI_999	 1	 2	 GumiWine2.bmp	 1.596723e+01	 11	 999000	 1	 1.003569e+02	 999	 1.698505e+01	 50.00	 150.00	 12.00	 34	 5.89	 
cat_between_MRI_999	 1	 2	 WerthersOriginal.bmp	 1.895395e+01	 12	 999000	 120	 999000	 999	 1.997175e+01	 50.00	 150.00	 11.00	 58	 5.95	 
cat_between_MRI_999	 1	 2	 DoritosGrill.bmp	 2.095618e+01	 12	 999000	 120	 999000	 999	 2.197393e+01	 50.00	 150.00	 6.00	 32	 6.58	 
cat_between_MRI_999	 1	 2	 Bamba.bmp	 2.295861e+01	 22	 999000	 2	 1.506233e+02	 999	 2.397616e+01	 50.00	 100.00	 44.00	 51	 4.62	 
cat_between_MRI_999	 1	 2	 BambaSweet.bmp	 2.596197e+01	 22	 999000	 2	 1.000241e+02	 999	 2.697966e+01	 50.00	 50.00	 53.00	 40	 4.19	 
cat_between_MRI_999	 1	 2	 ClickBisquit2.bmp	 2.896514e+01	 24	 999000	 240	 999000	 999	 2.998298e+01	 50.00	 50.00	 39.00	 54	 5.02	 
cat_between_MRI_999	 1	 2	 BisliOnion.bmp	 3.096744e+01	 12	 999000	 120	 999000	 999	 3.198525e+01	 50.00	 50.00	 22.00	 27	 5.54	 
cat_between_MRI_999	 1	 2	 CrunchBisquitBrown3.bmp	 3.295278e+01	 24	 999000	 240	 999000	 999	 3.397083e+01	 50.00	 50.00	 41.00	 59	 4.92	 
cat_between_MRI_999	 1	 2	 Mekupelet.bmp	 3.495524e+01	 24	 999000	 240	 999000	 999	 3.597301e+01	 50.00	 50.00	 40.00	 22	 4.96	 
cat_between_MRI_999	 1	 2	 Mars.bmp	 3.996080e+01	 22	 999000	 2	 5.029264e+01	 999	 4.097862e+01	 50.00	 0.00	 47.00	 35	 4.44	 
cat_between_MRI_999	 1	 2	 GumiSnakes3.bmp	 4.396537e+01	 22	 999000	 2	 1.196225e+00	 999	 4.498318e+01	 50.00	 0.00	 52.00	 1	 4.22	 
cat_between_MRI_999	 1	 2	 Taami.bmp	 4.695183e+01	 12	 999000	 120	 999000	 999	 4.796976e+01	 50.00	 0.00	 21.00	 55	 5.55	 
cat_between_MRI_999	 1	 2	 HappyHippo.bmp	 4.995545e+01	 11	 999000	 1	 5.002403e+01	 999	 5.097319e+01	 0.00	 0.00	 18.00	 21	 5.69	 
cat_between_MRI_999	 1	 2	 KinderBuenoBrown3.bmp	 5.195763e+01	 12	 999000	 120	 999000	 999	 5.297546e+01	 0.00	 0.00	 5.00	 25	 6.61	 
cat_between_MRI_999	 1	 2	 KashitSour.bmp	 5.496101e+01	 24	 999000	 240	 999000	 999	 5.597889e+01	 0.00	 0.00	 51.00	 7	 4.23	 
cat_between_MRI_999	 1	 2	 Popco.bmp	 5.996665e+01	 22	 999000	 2	 1.124154e+00	 999	 6.098445e+01	 0.00	 0.00	 50.00	 33	 4.24	 
cat_between_MRI_999	 1	 2	 BagaleShtuhim.bmp	 6.395447e+01	 24	 999000	 240	 999000	 999	 6.497226e+01	 0.00	 0.00	 58.00	 18	 3.72	 
