subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 4	 BambaSweet.bmp	 2.970310e+00	 12	 999000	 120	 999000	 999	 3.988156e+00	 0.00	 0.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 4	 TapuchipsCrunch.bmp	 9.961055e+00	 24	 999000	 240	 999000	 999	 1.097914e+01	 0.00	 0.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 4	 Mekupelet.bmp	 1.296473e+01	 24	 999000	 240	 999000	 999	 1.398249e+01	 0.00	 0.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 4	 Tortit.bmp	 1.596808e+01	 12	 999000	 120	 999000	 999	 1.698588e+01	 0.00	 0.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 4	 Twix.bmp	 1.897144e+01	 12	 999000	 120	 999000	 999	 1.998944e+01	 0.00	 0.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 4	 Tapuchips.bmp	 2.097373e+01	 12	 999000	 120	 999000	 999	 2.199152e+01	 0.00	 0.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 4	 DoritosSourSpicy.bmp	 2.297604e+01	 24	 999000	 240	 999000	 999	 2.399374e+01	 0.00	 0.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 4	 Halva2.bmp	 2.596272e+01	 11	 6.337031e+02	 110	 1.586885e+00	 98	 2.698040e+01	 16.67	 0.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 4	 PesekZman.bmp	 2.896604e+01	 22	 4.943763e+02	 220	 1.792047e+00	 98	 2.998378e+01	 16.67	 16.67	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 4	 KifkefMaklot2.bmp	 3.096835e+01	 12	 999000	 120	 999000	 999	 3.198609e+01	 16.67	 16.67	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 4	 Loacker.bmp	 3.297065e+01	 24	 999000	 240	 999000	 999	 3.398831e+01	 16.67	 16.67	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 4	 Cheetos.bmp	 3.497279e+01	 24	 999000	 240	 999000	 999	 3.599059e+01	 16.67	 16.67	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 4	 Hit.bmp	 3.997838e+01	 24	 999000	 240	 999000	 999	 4.099627e+01	 16.67	 16.67	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 4	 Mentos.bmp	 4.396622e+01	 22	 3.982122e+02	 220	 1.678842e+01	 98	 4.498400e+01	 16.67	 33.33	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 4	 ChocolateParaCookies5.bmp	 4.696959e+01	 24	 999000	 240	 999000	 999	 4.798739e+01	 16.67	 33.33	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 4	 BagaleShtuhim.bmp	 4.997302e+01	 12	 999000	 120	 999000	 999	 5.099071e+01	 16.67	 33.33	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 4	 ChocolateParaSucariotKoftzot2.bmp	 5.197517e+01	 24	 999000	 240	 999000	 999	 5.299312e+01	 16.67	 33.33	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 4	 Tictac.bmp	 5.496165e+01	 11	 4.267825e+02	 110	 1.691535e+01	 98	 5.597969e+01	 33.33	 33.33	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 4	 BabyDoll.bmp	 5.996758e+01	 12	 999000	 120	 999000	 999	 6.098532e+01	 33.33	 33.33	 3.00	 16	 6.59	 
