subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 2	 BagaleShtuhim.bmp	 2.972600e+00	 12	 999000	 120	 999000	 999	 3.990568e+00	 150.00	 150.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 2	 ClickBlackWhite3.bmp	 9.963651e+00	 12	 999000	 120	 999000	 999	 1.098136e+01	 150.00	 150.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 2	 BambaSweet.bmp	 1.296705e+01	 12	 999000	 120	 999000	 999	 1.398473e+01	 150.00	 150.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 2	 KinderBuenoBrown3.bmp	 1.597031e+01	 24	 999000	 240	 999000	 999	 1.698807e+01	 150.00	 150.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 2	 Popco.bmp	 1.897376e+01	 11	 999000	 1	 1.505432e+02	 999	 1.999150e+01	 100.00	 150.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 2	 Mekupelet.bmp	 2.095897e+01	 24	 999000	 240	 999000	 999	 2.197705e+01	 100.00	 150.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 2	 Snickers.bmp	 2.296153e+01	 12	 999000	 120	 999000	 999	 2.397936e+01	 100.00	 150.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 2	 ChocolateParaMilk3.bmp	 2.596491e+01	 11	 999000	 1	 1.001933e+02	 999	 2.698270e+01	 50.00	 150.00	 14.00	 21	 5.67	 
cat_between_MRI_998	 2	 2	 DoritosSourSpicy.bmp	 2.896831e+01	 24	 999000	 240	 999000	 999	 2.998605e+01	 50.00	 150.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 2	 Twix.bmp	 3.097046e+01	 12	 999000	 120	 999000	 999	 3.198828e+01	 50.00	 150.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 2	 Loacker.bmp	 3.297292e+01	 24	 999000	 240	 999000	 999	 3.399067e+01	 50.00	 150.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 2	 ChocolateParaCookies5.bmp	 3.497502e+01	 24	 999000	 240	 999000	 999	 3.599283e+01	 50.00	 150.00	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 2	 WerthersOriginal.bmp	 3.996397e+01	 12	 999000	 120	 999000	 999	 4.098167e+01	 50.00	 150.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 2	 Hit.bmp	 4.396839e+01	 24	 999000	 240	 999000	 999	 4.498617e+01	 50.00	 150.00	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 2	 BambaNugat.bmp	 4.697177e+01	 24	 999000	 240	 999000	 999	 4.798965e+01	 50.00	 150.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 2	 ChocolateParaSucariotKoftzot2.bmp	 4.995857e+01	 24	 999000	 240	 999000	 999	 5.097627e+01	 50.00	 150.00	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 2	 TapuchipsCrunch.bmp	 5.196077e+01	 24	 999000	 240	 999000	 999	 5.297858e+01	 50.00	 150.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 2	 Dubonim.bmp	 5.496419e+01	 11	 999000	 1	 5.023660e+01	 999	 5.598192e+01	 0.00	 150.00	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 2	 DoritosGrill.bmp	 5.996970e+01	 12	 999000	 120	 999000	 999	 6.098751e+01	 0.00	 150.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 2	 Mentos.bmp	 6.397426e+01	 22	 999000	 2	 1.507633e+02	 999	 6.499206e+01	 0.00	 100.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 2	 Tictac.bmp	 7.296767e+01	 11	 999000	 1	 1.146042e+00	 999	 7.398544e+01	 0.00	 100.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 2	 PesekZman.bmp	 7.496995e+01	 22	 999000	 2	 1.003037e+02	 999	 7.598764e+01	 0.00	 50.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 2	 ClickBalls5.bmp	 7.697213e+01	 22	 999000	 2	 5.019992e+01	 999	 7.798997e+01	 0.00	 0.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 2	 KinderBuenoWhite2.bmp	 7.895757e+01	 24	 999000	 240	 999000	 999	 7.997547e+01	 0.00	 0.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 2	 KashitSour.bmp	 8.096008e+01	 22	 999000	 2	 1.251148e+00	 999	 8.197775e+01	 0.00	 0.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 2	 KifkefMaklot2.bmp	 8.496449e+01	 12	 999000	 120	 999000	 999	 8.598229e+01	 0.00	 0.00	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 2	 Tapuchips.bmp	 8.896895e+01	 12	 999000	 120	 999000	 999	 8.998673e+01	 0.00	 0.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 2	 Apropo.bmp	 9.197239e+01	 11	 999000	 1	 1.079690e+00	 999	 9.299012e+01	 0.00	 0.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 2	 Tortit.bmp	 9.397456e+01	 12	 999000	 120	 999000	 999	 9.499241e+01	 0.00	 0.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 2	 DoritosNatural.bmp	 9.696131e+01	 24	 999000	 240	 999000	 999	 9.797902e+01	 0.00	 0.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 2	 Cheetos.bmp	 9.996461e+01	 24	 999000	 240	 999000	 999	 1.009825e+02	 0.00	 0.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 2	 Halva2.bmp	 1.049703e+02	 11	 999000	 1	 1.044740e+00	 999	 1.059880e+02	 0.00	 0.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 2	 ClickXLwhite4.bmp	 1.079737e+02	 22	 999000	 2	 1.312316e+00	 999	 1.089914e+02	 0.00	 0.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 2	 BisliOnion.bmp	 1.129626e+02	 12	 999000	 120	 999000	 999	 1.139804e+02	 0.00	 0.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 2	 Smarties.bmp	 1.149649e+02	 24	 999000	 240	 999000	 999	 1.159826e+02	 0.00	 0.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 2	 BabyDoll.bmp	 1.169670e+02	 12	 999000	 120	 999000	 999	 1.179849e+02	 0.00	 0.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 2	 Bounty.bmp	 1.189694e+02	 12	 1.378886e+03	 120	 999000	 115	 1.199871e+02	 0.00	 0.00	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 2	 HappyHippo.bmp	 1.209716e+02	 12	 999000	 120	 999000	 999	 1.219894e+02	 0.00	 0.00	 6.00	 25	 6.16	 
