subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 2	 KinderBuenoBrown3.bmp	 2.895414e+00	 24	 999000	 240	 999000	 999	 3.907348e+00	 150.00	 150.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 2	 Snickers.bmp	 6.894738e+00	 12	 999000	 120	 999000	 999	 7.912497e+00	 150.00	 150.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 2	 TapuchipsCrunch.bmp	 1.289494e+01	 24	 999000	 240	 999000	 999	 1.390180e+01	 150.00	 150.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 2	 Apropo.bmp	 1.689539e+01	 11	 999000	 1	 1.507061e+02	 999	 1.790658e+01	 100.00	 150.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 2	 Twix.bmp	 2.089819e+01	 12	 999000	 120	 999000	 999	 2.191071e+01	 100.00	 150.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 2	 Loacker.bmp	 2.389604e+01	 24	 999000	 240	 999000	 999	 2.491319e+01	 100.00	 150.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 2	 KifkefMaklot2.bmp	 2.689537e+01	 12	 999000	 120	 999000	 999	 2.790116e+01	 100.00	 150.00	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 2	 DoritosSourSpicy.bmp	 2.890403e+01	 24	 999000	 240	 999000	 999	 2.992117e+01	 100.00	 150.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 2	 BisliOnion.bmp	 3.089529e+01	 12	 999000	 120	 999000	 999	 3.190854e+01	 100.00	 150.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 2	 DoritosGrill.bmp	 3.290764e+01	 12	 999000	 120	 999000	 999	 3.392579e+01	 100.00	 150.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 2	 BabyDoll.bmp	 3.489158e+01	 12	 999000	 120	 999000	 999	 3.590979e+01	 100.00	 150.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 2	 Tictac.bmp	 3.989885e+01	 11	 999000	 1	 1.000625e+02	 999	 4.091201e+01	 50.00	 150.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 2	 DoritosNatural.bmp	 4.689737e+01	 24	 999000	 240	 999000	 999	 4.790780e+01	 50.00	 150.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 2	 Smarties.bmp	 4.889265e+01	 24	 999000	 240	 999000	 999	 4.990884e+01	 50.00	 150.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 2	 BisliGrill.bmp	 5.389971e+01	 22	 999000	 2	 1.508256e+02	 999	 5.491241e+01	 50.00	 100.00	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 2	 BambaSweet.bmp	 5.590512e+01	 12	 999000	 120	 999000	 999	 5.691312e+01	 50.00	 100.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 2	 Popco.bmp	 5.789505e+01	 11	 999000	 1	 5.023183e+01	 999	 5.890201e+01	 0.00	 100.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 2	 Tapuchips.bmp	 5.989654e+01	 12	 999000	 120	 999000	 999	 6.090469e+01	 0.00	 100.00	 21.00	 39	 5.51	 
